time,EWU
2023-07-24 12:00:00+00:00,33.13
2023-07-24 13:30:00+00:00,33.08570098876953
2023-07-24 14:30:00+00:00,33.244998931884766
2023-07-24 15:30:00+00:00,33.23500061035156
2023-07-24 16:30:00+00:00,33.275001525878906
2023-07-24 17:30:00+00:00,33.263999938964844
2023-07-24 18:30:00+00:00,33.209999084472656
2023-07-24 19:30:00+00:00,33.22999954223633
2023-07-24 20:00:00+00:00,33.22
2023-07-24 21:00:00+00:00,33.23
2023-07-25 12:00:00+00:00,33.25
2023-07-25 13:30:00+00:00,33.35499954223633
2023-07-25 14:30:00+00:00,33.400001525878906
2023-07-25 15:30:00+00:00,33.38999938964844
2023-07-25 16:30:00+00:00,33.404998779296875
2023-07-25 17:30:00+00:00,33.419898986816406
2023-07-25 18:30:00+00:00,33.41999816894531
2023-07-25 19:30:00+00:00,33.42300033569336
2023-07-25 20:00:00+00:00,33.4
2023-07-25 21:00:00+00:00,33.44
2023-07-26 09:00:00+00:00,33.42
2023-07-26 10:00:00+00:00,33.31
2023-07-26 12:00:00+00:00,33.33
2023-07-26 13:30:00+00:00,33.395999908447266
2023-07-26 14:30:00+00:00,33.494998931884766
2023-07-26 15:30:00+00:00,33.51499938964844
2023-07-26 16:30:00+00:00,33.47999954223633
2023-07-26 17:30:00+00:00,33.470001220703125
2023-07-26 18:30:00+00:00,33.52000045776367
2023-07-26 19:30:00+00:00,33.58000183105469
2023-07-26 20:00:00+00:00,33.58
2023-07-26 21:00:00+00:00,33.58
2023-07-26 22:00:00+00:00,33.639
2023-07-27 08:00:00+00:00,33.64
2023-07-27 12:00:00+00:00,33.5
2023-07-27 13:30:00+00:00,33.34989929199219
2023-07-27 14:30:00+00:00,33.415000915527344
2023-07-27 15:30:00+00:00,33.345001220703125
2023-07-27 16:30:00+00:00,33.290000915527344
2023-07-27 17:30:00+00:00,33.13999938964844
2023-07-27 18:30:00+00:00,33.05500030517578
2023-07-27 19:30:00+00:00,33.029998779296875
2023-07-27 20:00:00+00:00,33.19
2023-07-27 21:00:00+00:00,33.04
2023-07-28 08:00:00+00:00,33.21
2023-07-28 11:00:00+00:00,33.4
2023-07-28 12:00:00+00:00,33.44
2023-07-28 13:30:00+00:00,33.370201110839844
2023-07-28 14:30:00+00:00,33.375
2023-07-28 15:30:00+00:00,33.36000061035156
2023-07-28 16:30:00+00:00,33.279998779296875
2023-07-28 17:30:00+00:00,33.25400161743164
2023-07-28 18:30:00+00:00,33.27000045776367
2023-07-28 19:30:00+00:00,33.279998779296875
2023-07-28 20:00:00+00:00,33.11
2023-07-31 12:00:00+00:00,33.4
2023-07-31 13:00:00+00:00,33.33
2023-07-31 13:30:00+00:00,33.415000915527344
2023-07-31 14:30:00+00:00,33.3849983215332
2023-07-31 15:30:00+00:00,33.359901428222656
2023-07-31 16:30:00+00:00,33.34000015258789
2023-07-31 17:30:00+00:00,33.30400085449219
2023-07-31 18:30:00+00:00,33.30500030517578
2023-07-31 19:30:00+00:00,33.30500030517578
2023-07-31 20:00:00+00:00,33.25
2023-07-31 23:00:00+00:00,33.3
2023-08-01 11:00:00+00:00,33.18
2023-08-01 12:00:00+00:00,33.06
2023-08-01 13:00:00+00:00,33.06
2023-08-01 13:30:00+00:00,33.04999923706055
2023-08-01 14:30:00+00:00,32.92499923706055
2023-08-01 15:30:00+00:00,32.94499969482422
2023-08-01 16:30:00+00:00,32.95500183105469
2023-08-01 17:30:00+00:00,32.974998474121094
2023-08-01 18:30:00+00:00,33.0
2023-08-01 19:30:00+00:00,33.0
2023-08-01 20:00:00+00:00,32.92
2023-08-02 08:00:00+00:00,32.51
2023-08-02 09:00:00+00:00,32.56
2023-08-02 11:00:00+00:00,32.74
2023-08-02 12:00:00+00:00,32.67
2023-08-02 13:00:00+00:00,32.56
2023-08-02 13:30:00+00:00,32.359901428222656
2023-08-02 14:30:00+00:00,32.34000015258789
2023-08-02 15:30:00+00:00,32.400001525878906
2023-08-02 16:30:00+00:00,32.439998626708984
2023-08-02 17:30:00+00:00,32.400001525878906
2023-08-02 18:30:00+00:00,32.35499954223633
2023-08-02 19:30:00+00:00,32.36000061035156
2023-08-02 20:00:00+00:00,32.28
2023-08-03 08:00:00+00:00,32.0
2023-08-03 09:00:00+00:00,32.02
2023-08-03 11:00:00+00:00,32.13
2023-08-03 12:00:00+00:00,32.09
2023-08-03 13:30:00+00:00,32.20009994506836
2023-08-03 14:30:00+00:00,32.29999923706055
2023-08-03 15:30:00+00:00,32.349998474121094
2023-08-03 16:30:00+00:00,32.380001068115234
2023-08-03 17:30:00+00:00,32.36009979248047
2023-08-03 18:30:00+00:00,32.35499954223633
2023-08-03 19:30:00+00:00,32.349998474121094
2023-08-03 20:00:00+00:00,32.23
2023-08-03 21:00:00+00:00,32.22
2023-08-03 22:00:00+00:00,32.37
2023-08-04 11:00:00+00:00,32.22
2023-08-04 12:00:00+00:00,32.34
2023-08-04 13:30:00+00:00,32.54999923706055
2023-08-04 14:30:00+00:00,32.64500045776367
2023-08-04 15:30:00+00:00,32.649600982666016
2023-08-04 16:30:00+00:00,32.63010025024414
2023-08-04 17:30:00+00:00,32.45500183105469
2023-08-04 18:30:00+00:00,32.369998931884766
2023-08-04 19:30:00+00:00,32.34000015258789
2023-08-04 20:00:00+00:00,32.35
2023-08-07 11:00:00+00:00,32.35
2023-08-07 12:00:00+00:00,32.48
2023-08-07 13:30:00+00:00,32.52000045776367
2023-08-07 14:30:00+00:00,32.540000915527344
2023-08-07 15:30:00+00:00,32.570098876953125
2023-08-07 16:30:00+00:00,32.59000015258789
2023-08-07 17:30:00+00:00,32.60499954223633
2023-08-07 18:30:00+00:00,32.609901428222656
2023-08-07 19:30:00+00:00,32.63999938964844
2023-08-07 20:00:00+00:00,32.6
2023-08-08 11:00:00+00:00,32.28
2023-08-08 12:00:00+00:00,32.17
2023-08-08 13:00:00+00:00,32.19
2023-08-08 13:30:00+00:00,32.279998779296875
2023-08-08 14:30:00+00:00,32.31999969482422
2023-08-08 15:30:00+00:00,32.35499954223633
2023-08-08 16:30:00+00:00,32.37990188598633
2023-08-08 17:30:00+00:00,32.41999816894531
2023-08-08 18:30:00+00:00,32.494998931884766
2023-08-08 19:30:00+00:00,32.5099983215332
2023-08-08 20:00:00+00:00,32.52
2023-08-08 21:00:00+00:00,32.15
2023-08-09 08:00:00+00:00,32.79
2023-08-09 12:00:00+00:00,32.67
2023-08-09 13:30:00+00:00,32.720001220703125
2023-08-09 14:30:00+00:00,32.584999084472656
2023-08-09 15:30:00+00:00,32.59339904785156
2023-08-09 16:30:00+00:00,32.66999816894531
2023-08-09 17:30:00+00:00,32.709999084472656
2023-08-09 18:30:00+00:00,32.709999084472656
2023-08-09 19:30:00+00:00,32.630001068115234
2023-08-09 20:00:00+00:00,32.65
2023-08-09 21:00:00+00:00,32.65
2023-08-10 08:00:00+00:00,32.89
2023-08-10 12:00:00+00:00,32.9
2023-08-10 13:00:00+00:00,32.97
2023-08-10 13:30:00+00:00,33.0
2023-08-10 14:30:00+00:00,32.915000915527344
2023-08-10 15:30:00+00:00,32.834999084472656
2023-08-10 16:30:00+00:00,32.724998474121094
2023-08-10 17:30:00+00:00,32.709999084472656
2023-08-10 18:30:00+00:00,32.68000030517578
2023-08-10 19:30:00+00:00,32.64500045776367
2023-08-10 20:00:00+00:00,32.65
2023-08-11 11:00:00+00:00,32.58
2023-08-11 12:00:00+00:00,32.4
2023-08-11 13:30:00+00:00,32.494998931884766
2023-08-11 14:30:00+00:00,32.435001373291016
2023-08-11 15:30:00+00:00,32.44499969482422
2023-08-11 16:30:00+00:00,32.459999084472656
2023-08-11 17:30:00+00:00,32.45500183105469
2023-08-11 18:30:00+00:00,32.474998474121094
2023-08-11 19:30:00+00:00,32.47999954223633
2023-08-11 20:00:00+00:00,32.32
2023-08-14 08:00:00+00:00,32.48
2023-08-14 09:00:00+00:00,32.33
2023-08-14 11:00:00+00:00,32.37
2023-08-14 12:00:00+00:00,32.17
2023-08-14 13:30:00+00:00,32.209999084472656
2023-08-14 14:30:00+00:00,32.320098876953125
2023-08-14 15:30:00+00:00,32.347801208496094
2023-08-14 16:30:00+00:00,32.354698181152344
2023-08-14 17:30:00+00:00,32.32500076293945
2023-08-14 18:30:00+00:00,32.345001220703125
2023-08-14 19:30:00+00:00,32.380001068115234
2023-08-14 20:00:00+00:00,32.26
2023-08-14 21:00:00+00:00,32.38
