time,EWG
2026-03-25 09:15:00+00:00,38.87
2026-03-25 09:25:00+00:00,38.87
2026-03-25 09:45:00+00:00,39.83
2026-03-25 10:00:00+00:00,39.83
2026-03-25 10:20:00+00:00,39.83
2026-03-25 10:50:00+00:00,39.83
2026-03-25 11:00:00+00:00,39.83
2026-03-25 11:25:00+00:00,39.9
2026-03-25 11:35:00+00:00,39.9
2026-03-25 11:50:00+00:00,38.97
2026-03-25 11:55:00+00:00,38.97
2026-03-25 12:00:00+00:00,39.41
2026-03-25 12:05:00+00:00,39.9
2026-03-25 12:10:00+00:00,39.22
2026-03-25 12:20:00+00:00,39.22
2026-03-25 12:30:00+00:00,39.8311
2026-03-25 12:35:00+00:00,39.61
2026-03-25 12:40:00+00:00,39.61
2026-03-25 12:50:00+00:00,39.61
2026-03-25 13:10:00+00:00,39.61
2026-03-25 13:30:00+00:00,39.68000030517578
2026-03-25 13:35:00+00:00,39.68009948730469
2026-03-25 13:40:00+00:00,39.630001068115234
2026-03-25 13:45:00+00:00,39.560001373291016
2026-03-25 13:50:00+00:00,39.525001525878906
2026-03-25 13:55:00+00:00,39.53499984741211
2026-03-25 14:00:00+00:00,39.5
2026-03-25 14:05:00+00:00,39.52000045776367
2026-03-25 14:10:00+00:00,39.6150016784668
2026-03-25 14:15:00+00:00,39.619998931884766
2026-03-25 14:20:00+00:00,39.540000915527344
2026-03-25 14:25:00+00:00,39.63999938964844
2026-03-25 14:30:00+00:00,39.68000030517578
2026-03-25 14:35:00+00:00,39.62009811401367
2026-03-25 14:40:00+00:00,39.625
2026-03-25 14:45:00+00:00,39.685001373291016
2026-03-25 14:50:00+00:00,39.68000030517578
2026-03-25 14:55:00+00:00,39.619998931884766
2026-03-25 15:00:00+00:00,39.630001068115234
2026-03-25 15:05:00+00:00,39.4900016784668
2026-03-25 15:10:00+00:00,39.415000915527344
2026-03-25 15:15:00+00:00,39.31999969482422
2026-03-25 15:20:00+00:00,39.48500061035156
2026-03-25 15:25:00+00:00,39.52000045776367
2026-03-25 15:30:00+00:00,39.525001525878906
2026-03-25 15:35:00+00:00,39.439998626708984
2026-03-25 15:40:00+00:00,39.470001220703125
2026-03-25 15:45:00+00:00,39.45500183105469
2026-03-25 15:50:00+00:00,39.43000030517578
2026-03-25 15:55:00+00:00,39.435001373291016
2026-03-25 16:00:00+00:00,39.400001525878906
2026-03-25 16:05:00+00:00,39.400001525878906
2026-03-25 16:10:00+00:00,39.400001525878906
2026-03-25 16:15:00+00:00,39.39500045776367
2026-03-25 16:20:00+00:00,39.46500015258789
2026-03-25 16:25:00+00:00,39.505001068115234
2026-03-25 16:30:00+00:00,39.54999923706055
2026-03-25 16:35:00+00:00,39.54999923706055
2026-03-25 16:40:00+00:00,39.58000183105469
2026-03-25 16:45:00+00:00,39.5099983215332
2026-03-25 16:50:00+00:00,39.540000915527344
2026-03-25 16:55:00+00:00,39.5099983215332
2026-03-25 17:00:00+00:00,39.5099983215332
2026-03-25 17:05:00+00:00,39.470001220703125
2026-03-25 17:10:00+00:00,39.529998779296875
2026-03-25 17:15:00+00:00,39.505001068115234
2026-03-25 17:20:00+00:00,39.529998779296875
