time,ACWI
2023-07-24 11:00:00+00:00,98.16
2023-07-24 12:00:00+00:00,97.99
2023-07-24 13:30:00+00:00,98.20169830322266
2023-07-24 14:30:00+00:00,98.38999938964844
2023-07-24 15:30:00+00:00,98.42500305175781
2023-07-24 16:30:00+00:00,98.43000030517578
2023-07-24 17:30:00+00:00,98.43499755859375
2023-07-24 18:30:00+00:00,98.19999694824219
2023-07-24 19:30:00+00:00,98.33000183105469
2023-07-24 20:00:00+00:00,98.34
2023-07-25 12:00:00+00:00,98.34
2023-07-25 13:30:00+00:00,98.5999984741211
2023-07-25 14:30:00+00:00,98.61000061035156
2023-07-25 15:30:00+00:00,98.66500091552734
2023-07-25 16:30:00+00:00,98.73999786376953
2023-07-25 17:30:00+00:00,98.80500030517578
2023-07-25 18:30:00+00:00,98.73999786376953
2023-07-25 19:30:00+00:00,98.66000366210938
2023-07-25 20:00:00+00:00,98.34
2023-07-26 12:00:00+00:00,98.29
2023-07-26 13:30:00+00:00,98.52950286865234
2023-07-26 14:30:00+00:00,98.51000213623047
2023-07-26 15:30:00+00:00,98.58000183105469
2023-07-26 16:30:00+00:00,98.5199966430664
2023-07-26 17:30:00+00:00,98.49600219726562
2023-07-26 18:30:00+00:00,98.59880065917969
2023-07-26 19:30:00+00:00,98.76000213623047
2023-07-26 20:00:00+00:00,98.53
2023-07-27 11:00:00+00:00,99.66
2023-07-27 13:30:00+00:00,99.12999725341797
2023-07-27 14:30:00+00:00,99.18000030517578
2023-07-27 15:30:00+00:00,99.33499908447266
2023-07-27 16:30:00+00:00,98.95999908447266
2023-07-27 17:30:00+00:00,98.45999908447266
2023-07-27 18:30:00+00:00,98.20500183105469
2023-07-27 19:30:00+00:00,98.1500015258789
2023-07-27 20:00:00+00:00,98.18
2023-07-27 22:00:00+00:00,98.16
2023-07-28 12:00:00+00:00,98.17
2023-07-28 13:00:00+00:00,99.12
2023-07-28 13:30:00+00:00,99.1500015258789
2023-07-28 14:30:00+00:00,99.3499984741211
2023-07-28 15:30:00+00:00,99.36000061035156
2023-07-28 16:30:00+00:00,99.08999633789062
2023-07-28 17:30:00+00:00,99.20999908447266
2023-07-28 18:30:00+00:00,99.19999694824219
2023-07-28 19:30:00+00:00,99.20999908447266
2023-07-28 20:00:00+00:00,99.203
2023-07-31 12:00:00+00:00,99.2
2023-07-31 13:30:00+00:00,99.43000030517578
2023-07-31 14:30:00+00:00,99.38999938964844
2023-07-31 15:30:00+00:00,99.3499984741211
2023-07-31 16:30:00+00:00,99.23999786376953
2023-07-31 17:30:00+00:00,99.25
2023-07-31 18:30:00+00:00,99.26000213623047
2023-07-31 19:30:00+00:00,99.38999938964844
2023-07-31 20:00:00+00:00,99.39
2023-07-31 22:00:00+00:00,99.39
2023-08-01 12:00:00+00:00,99.39
2023-08-01 13:30:00+00:00,98.72000122070312
2023-08-01 14:30:00+00:00,98.6500015258789
