time,EWU
2026-03-25 12:00:00+00:00,44.86
2026-03-25 12:05:00+00:00,45.3306
2026-03-25 12:10:00+00:00,45.3306
2026-03-25 12:20:00+00:00,45.3306
2026-03-25 12:35:00+00:00,45.3306
2026-03-25 12:40:00+00:00,44.862
2026-03-25 12:55:00+00:00,44.862
2026-03-25 13:10:00+00:00,44.862
2026-03-25 13:30:00+00:00,45.099998474121094
2026-03-25 13:35:00+00:00,45.125
2026-03-25 13:40:00+00:00,45.099998474121094
2026-03-25 13:45:00+00:00,45.01499938964844
2026-03-25 13:50:00+00:00,44.98500061035156
2026-03-25 13:55:00+00:00,44.994998931884766
2026-03-25 14:00:00+00:00,44.96500015258789
2026-03-25 14:05:00+00:00,45.0
2026-03-25 14:10:00+00:00,45.10499954223633
2026-03-25 14:15:00+00:00,45.08000183105469
2026-03-25 14:20:00+00:00,45.02000045776367
2026-03-25 14:25:00+00:00,45.09000015258789
2026-03-25 14:30:00+00:00,45.14500045776367
2026-03-25 14:35:00+00:00,45.09000015258789
2026-03-25 14:40:00+00:00,45.10499954223633
2026-03-25 14:45:00+00:00,45.169898986816406
2026-03-25 14:50:00+00:00,45.14500045776367
2026-03-25 14:55:00+00:00,45.084999084472656
2026-03-25 15:00:00+00:00,45.099998474121094
2026-03-25 15:05:00+00:00,45.0
2026-03-25 15:10:00+00:00,44.94499969482422
2026-03-25 15:15:00+00:00,44.86000061035156
2026-03-25 15:20:00+00:00,45.040000915527344
2026-03-25 15:25:00+00:00,45.06999969482422
2026-03-25 15:30:00+00:00,45.09000015258789
2026-03-25 15:35:00+00:00,45.0099983215332
2026-03-25 15:40:00+00:00,45.040000915527344
2026-03-25 15:45:00+00:00,45.01499938964844
2026-03-25 15:50:00+00:00,44.9900016784668
2026-03-25 15:55:00+00:00,45.0099983215332
2026-03-25 16:00:00+00:00,44.994998931884766
2026-03-25 16:05:00+00:00,44.974998474121094
2026-03-25 16:10:00+00:00,45.0
2026-03-25 16:15:00+00:00,44.959999084472656
2026-03-25 16:20:00+00:00,45.0099983215332
2026-03-25 16:25:00+00:00,45.06999969482422
2026-03-25 16:30:00+00:00,45.150001525878906
2026-03-25 16:35:00+00:00,45.1599006652832
2026-03-25 16:40:00+00:00,45.185001373291016
2026-03-25 16:45:00+00:00,45.130001068115234
2026-03-25 16:50:00+00:00,45.18009948730469
2026-03-25 16:55:00+00:00,45.150001525878906
2026-03-25 17:00:00+00:00,45.18000030517578
2026-03-25 17:05:00+00:00,45.15999984741211
2026-03-25 17:10:00+00:00,45.20000076293945
2026-03-25 17:15:00+00:00,45.18000030517578
2026-03-25 17:20:00+00:00,45.20000076293945
2026-03-25 17:25:00+00:00,45.22999954223633
2026-03-25 17:30:00+00:00,45.25
2026-03-25 17:35:00+00:00,45.27000045776367
2026-03-25 17:40:00+00:00,45.2599983215332
2026-03-25 17:45:00+00:00,45.220001220703125
2026-03-25 17:50:00+00:00,45.185001373291016
2026-03-25 17:55:00+00:00,45.17499923706055
2026-03-25 18:00:00+00:00,45.16999816894531
2026-03-25 18:05:00+00:00,45.17499923706055
2026-03-25 18:10:00+00:00,45.154998779296875
2026-03-25 18:15:00+00:00,45.150001525878906
2026-03-25 18:20:00+00:00,45.169898986816406
2026-03-25 18:25:00+00:00,45.130001068115234
2026-03-25 18:30:00+00:00,45.13999938964844
2026-03-25 18:35:00+00:00,45.1349983215332
2026-03-25 18:40:00+00:00,45.119998931884766
2026-03-25 18:45:00+00:00,45.12770080566406
2026-03-25 18:50:00+00:00,45.13999938964844
2026-03-25 18:55:00+00:00,45.11000061035156
2026-03-25 19:00:00+00:00,45.1150016784668
2026-03-25 19:05:00+00:00,45.1150016784668
2026-03-25 19:10:00+00:00,45.14500045776367
2026-03-25 19:15:00+00:00,45.185001373291016
2026-03-25 19:20:00+00:00,45.185001373291016
2026-03-25 19:25:00+00:00,45.154998779296875
2026-03-25 19:30:00+00:00,45.125
2026-03-25 19:35:00+00:00,45.1150016784668
2026-03-25 19:40:00+00:00,45.119998931884766
2026-03-25 19:45:00+00:00,45.125
2026-03-25 19:50:00+00:00,45.1349983215332
2026-03-25 19:55:00+00:00,45.14500045776367
2026-03-25 20:00:00+00:00,45.14
2026-03-25 20:10:00+00:00,45.14
2026-03-25 20:15:00+00:00,45.14
2026-03-25 20:25:00+00:00,45.14
2026-03-25 20:40:00+00:00,45.14
2026-03-25 20:55:00+00:00,45.14
2026-03-25 21:10:00+00:00,45.14
2026-03-25 21:15:00+00:00,45.14
2026-03-25 21:25:00+00:00,45.14
2026-03-25 21:30:00+00:00,45.14
2026-03-25 22:05:00+00:00,45.14
2026-03-25 22:15:00+00:00,45.14
2026-03-25 22:40:00+00:00,45.31
2026-03-25 22:55:00+00:00,45.31
2026-03-25 23:10:00+00:00,45.31
2026-03-25 23:20:00+00:00,45.31
2026-03-25 23:30:00+00:00,45.31
