time,GC=F
2026-04-08 04:00:00+00:00,4827.10009765625
2026-04-08 04:05:00+00:00,4824.10009765625
2026-04-08 04:10:00+00:00,4827.10009765625
2026-04-08 04:15:00+00:00,4823.89990234375
2026-04-08 04:20:00+00:00,4821.0
2026-04-08 04:25:00+00:00,4832.0
2026-04-08 04:30:00+00:00,4830.7001953125
2026-04-08 04:35:00+00:00,4833.39990234375
2026-04-08 04:40:00+00:00,4832.0
2026-04-08 04:45:00+00:00,4827.7998046875
2026-04-08 04:50:00+00:00,4829.7998046875
2026-04-08 04:55:00+00:00,4832.7001953125
2026-04-08 05:00:00+00:00,4835.0
2026-04-08 05:05:00+00:00,4837.0
2026-04-08 05:10:00+00:00,4838.5
2026-04-08 05:15:00+00:00,4838.0
2026-04-08 05:20:00+00:00,4839.7998046875
2026-04-08 05:25:00+00:00,4843.89990234375
2026-04-08 05:30:00+00:00,4849.60009765625
2026-04-08 05:35:00+00:00,4848.39990234375
2026-04-08 05:40:00+00:00,4850.5
2026-04-08 05:45:00+00:00,4859.89990234375
2026-04-08 05:50:00+00:00,4864.39990234375
2026-04-08 05:55:00+00:00,4855.5
2026-04-08 06:00:00+00:00,4858.5
2026-04-08 06:05:00+00:00,4852.2998046875
2026-04-08 06:10:00+00:00,4854.0
2026-04-08 06:15:00+00:00,4857.89990234375
2026-04-08 06:20:00+00:00,4861.0
2026-04-08 06:25:00+00:00,4863.7001953125
2026-04-08 06:30:00+00:00,4860.2998046875
2026-04-08 06:35:00+00:00,4858.2998046875
2026-04-08 06:40:00+00:00,4862.2998046875
2026-04-08 06:45:00+00:00,4859.2998046875
2026-04-08 06:50:00+00:00,4849.89990234375
2026-04-08 06:55:00+00:00,4846.60009765625
2026-04-08 07:00:00+00:00,4839.5
2026-04-08 07:05:00+00:00,4841.89990234375
2026-04-08 07:10:00+00:00,4839.0
2026-04-08 07:15:00+00:00,4838.60009765625
2026-04-08 07:20:00+00:00,4841.7998046875
2026-04-08 07:25:00+00:00,4844.2998046875
2026-04-08 07:30:00+00:00,4835.89990234375
2026-04-08 07:35:00+00:00,4836.7998046875
2026-04-08 07:40:00+00:00,4835.10009765625
2026-04-08 07:45:00+00:00,4840.60009765625
2026-04-08 07:50:00+00:00,4845.0
2026-04-08 07:55:00+00:00,4839.7001953125
2026-04-08 08:00:00+00:00,4842.7001953125
2026-04-08 08:05:00+00:00,4842.2001953125
2026-04-08 08:10:00+00:00,4841.7001953125
2026-04-08 08:15:00+00:00,4845.2998046875
2026-04-08 08:20:00+00:00,4834.39990234375
2026-04-08 08:25:00+00:00,4835.5
2026-04-08 08:30:00+00:00,4829.39990234375
2026-04-08 08:35:00+00:00,4830.60009765625
2026-04-08 08:40:00+00:00,4821.2998046875
2026-04-08 08:45:00+00:00,4822.7001953125
2026-04-08 08:50:00+00:00,4824.2001953125
2026-04-08 08:55:00+00:00,4821.7998046875
2026-04-08 09:00:00+00:00,4824.10009765625
2026-04-08 09:05:00+00:00,4825.2998046875
2026-04-08 09:10:00+00:00,4828.89990234375
2026-04-08 09:15:00+00:00,4825.10009765625
2026-04-08 09:20:00+00:00,4829.7001953125
2026-04-08 09:25:00+00:00,4825.39990234375
2026-04-08 09:30:00+00:00,4824.10009765625
2026-04-08 09:35:00+00:00,4822.0
2026-04-08 09:40:00+00:00,4809.10009765625
2026-04-08 09:45:00+00:00,4812.5
2026-04-08 09:50:00+00:00,4812.10009765625
2026-04-08 09:55:00+00:00,4810.2001953125
2026-04-08 10:00:00+00:00,4816.2998046875
2026-04-08 10:05:00+00:00,4815.60009765625
2026-04-08 10:10:00+00:00,4810.10009765625
2026-04-08 10:15:00+00:00,4803.7001953125
2026-04-08 10:20:00+00:00,4805.7998046875
2026-04-08 10:25:00+00:00,4809.7998046875
2026-04-08 10:30:00+00:00,4809.89990234375
2026-04-08 10:35:00+00:00,4815.0
2026-04-08 10:40:00+00:00,4818.7001953125
2026-04-08 10:45:00+00:00,4820.2001953125
2026-04-08 10:50:00+00:00,4818.10009765625
2026-04-08 10:55:00+00:00,4809.7001953125
2026-04-08 11:00:00+00:00,4810.0
2026-04-08 11:05:00+00:00,4818.7001953125
2026-04-08 11:10:00+00:00,4815.2001953125
2026-04-08 11:15:00+00:00,4812.5
2026-04-08 11:20:00+00:00,4814.39990234375
2026-04-08 11:25:00+00:00,4818.7998046875
2026-04-08 11:30:00+00:00,4816.60009765625
2026-04-08 11:35:00+00:00,4811.10009765625
2026-04-08 11:40:00+00:00,4818.7998046875
2026-04-08 11:45:00+00:00,4824.2001953125
2026-04-08 11:50:00+00:00,4824.7998046875
2026-04-08 11:55:00+00:00,4826.39990234375
2026-04-08 12:00:00+00:00,4831.2998046875
2026-04-08 12:05:00+00:00,4827.7998046875
2026-04-08 12:10:00+00:00,4832.39990234375
2026-04-08 12:15:00+00:00,4820.2998046875
2026-04-08 12:20:00+00:00,4796.39990234375
2026-04-08 12:25:00+00:00,4810.7998046875
2026-04-08 12:30:00+00:00,4819.7998046875
2026-04-08 12:35:00+00:00,4823.5
2026-04-08 12:40:00+00:00,4821.7001953125
2026-04-08 12:45:00+00:00,4824.5
2026-04-08 12:50:00+00:00,4828.7001953125
2026-04-08 12:55:00+00:00,4827.10009765625
2026-04-08 13:00:00+00:00,4829.7001953125
2026-04-08 13:05:00+00:00,4824.89990234375
2026-04-08 13:10:00+00:00,4820.5
2026-04-08 13:15:00+00:00,4820.7001953125
2026-04-08 13:20:00+00:00,4825.2001953125
2026-04-08 13:25:00+00:00,4818.10009765625
2026-04-08 13:30:00+00:00,4810.2001953125
2026-04-08 13:35:00+00:00,4804.39990234375
2026-04-08 13:40:00+00:00,4801.2998046875
2026-04-08 13:45:00+00:00,4814.7001953125
2026-04-08 13:50:00+00:00,4799.2998046875
2026-04-08 13:55:00+00:00,4804.10009765625
2026-04-08 14:00:00+00:00,4812.60009765625
2026-04-08 14:05:00+00:00,4813.39990234375
2026-04-08 14:10:00+00:00,4807.0
2026-04-08 14:15:00+00:00,4800.39990234375
2026-04-08 14:20:00+00:00,4801.0
2026-04-08 14:25:00+00:00,4795.10009765625
2026-04-08 14:30:00+00:00,4780.89990234375
2026-04-08 14:35:00+00:00,4787.89990234375
2026-04-08 14:40:00+00:00,4787.5
2026-04-08 14:45:00+00:00,4782.10009765625
2026-04-08 14:50:00+00:00,4779.5
2026-04-08 14:55:00+00:00,4762.2001953125
2026-04-08 15:00:00+00:00,4772.7001953125
2026-04-08 15:05:00+00:00,4767.7001953125
2026-04-08 15:10:00+00:00,4769.7001953125
2026-04-08 15:15:00+00:00,4780.0
2026-04-08 15:20:00+00:00,4780.60009765625
2026-04-08 15:25:00+00:00,4776.2001953125
2026-04-08 15:30:00+00:00,4782.5
2026-04-08 15:35:00+00:00,4786.0
2026-04-08 15:40:00+00:00,4781.2001953125
2026-04-08 15:45:00+00:00,4784.39990234375
2026-04-08 15:50:00+00:00,4783.2998046875
2026-04-08 15:55:00+00:00,4782.0
2026-04-08 16:00:00+00:00,4782.7998046875
2026-04-08 16:05:00+00:00,4783.60009765625
2026-04-08 16:10:00+00:00,4779.2001953125
2026-04-08 16:15:00+00:00,4773.5
2026-04-08 16:20:00+00:00,4777.60009765625
2026-04-08 16:25:00+00:00,4775.10009765625
2026-04-08 16:30:00+00:00,4781.2001953125
2026-04-08 16:35:00+00:00,4784.60009765625
2026-04-08 16:40:00+00:00,4784.39990234375
2026-04-08 16:45:00+00:00,4786.7998046875
2026-04-08 16:50:00+00:00,4786.5
2026-04-08 16:55:00+00:00,4785.89990234375
2026-04-08 17:00:00+00:00,4786.0
2026-04-08 17:05:00+00:00,4783.7998046875
2026-04-08 17:10:00+00:00,4786.60009765625
2026-04-08 17:15:00+00:00,4781.5
2026-04-08 17:20:00+00:00,4774.60009765625
2026-04-08 17:25:00+00:00,4776.60009765625
2026-04-08 17:30:00+00:00,4770.7001953125
2026-04-08 17:35:00+00:00,4763.0
2026-04-08 17:40:00+00:00,4766.0
2026-04-08 17:45:00+00:00,4763.7998046875
2026-04-08 17:50:00+00:00,4761.5
2026-04-08 17:55:00+00:00,4759.5
2026-04-08 18:00:00+00:00,4765.5
2026-04-08 18:05:00+00:00,4768.5
2026-04-08 18:10:00+00:00,4768.60009765625
2026-04-08 18:15:00+00:00,4754.7998046875
2026-04-08 18:20:00+00:00,4747.89990234375
2026-04-08 18:25:00+00:00,4747.39990234375
2026-04-08 18:30:00+00:00,4747.60009765625
2026-04-08 18:35:00+00:00,4739.89990234375
2026-04-08 18:40:00+00:00,4734.5
2026-04-08 18:45:00+00:00,4735.2001953125
2026-04-08 18:50:00+00:00,4732.60009765625
2026-04-08 18:55:00+00:00,4730.10009765625
2026-04-08 19:00:00+00:00,4726.7998046875
2026-04-08 19:05:00+00:00,4733.0
2026-04-08 19:10:00+00:00,4740.5
2026-04-08 19:15:00+00:00,4736.2998046875
2026-04-08 19:20:00+00:00,4734.89990234375
2026-04-08 19:25:00+00:00,4733.5
2026-04-08 19:30:00+00:00,4741.7998046875
2026-04-08 19:35:00+00:00,4749.0
2026-04-08 19:40:00+00:00,4747.2001953125
2026-04-08 19:45:00+00:00,4750.7001953125
2026-04-08 19:50:00+00:00,4754.7001953125
2026-04-08 19:55:00+00:00,4755.2998046875
2026-04-08 20:00:00+00:00,4756.2001953125
2026-04-08 20:05:00+00:00,4752.39990234375
2026-04-08 20:10:00+00:00,4752.89990234375
2026-04-08 20:15:00+00:00,4748.89990234375
2026-04-08 20:20:00+00:00,4749.89990234375
2026-04-08 20:25:00+00:00,4748.2998046875
2026-04-08 20:30:00+00:00,4748.7998046875
2026-04-08 20:35:00+00:00,4747.60009765625
2026-04-08 20:40:00+00:00,4747.10009765625
2026-04-08 20:45:00+00:00,4745.10009765625
2026-04-08 20:50:00+00:00,4744.2001953125
2026-04-08 20:55:00+00:00,4745.0
2026-04-08 22:00:00+00:00,4751.7001953125
2026-04-08 22:05:00+00:00,4744.10009765625
2026-04-08 22:10:00+00:00,4736.2001953125
2026-04-08 22:15:00+00:00,4736.2998046875
2026-04-08 22:20:00+00:00,4736.39990234375
2026-04-08 22:25:00+00:00,4737.2001953125
2026-04-08 22:30:00+00:00,4740.7001953125
2026-04-08 22:35:00+00:00,4737.39990234375
2026-04-08 22:40:00+00:00,4736.2998046875
2026-04-08 22:45:00+00:00,4738.7998046875
2026-04-08 22:50:00+00:00,4740.60009765625
2026-04-08 22:55:00+00:00,4741.5
2026-04-08 23:00:00+00:00,4738.10009765625
2026-04-08 23:05:00+00:00,4730.5
2026-04-08 23:10:00+00:00,4731.7998046875
2026-04-08 23:15:00+00:00,4736.10009765625
2026-04-08 23:20:00+00:00,4736.5
2026-04-08 23:25:00+00:00,4734.60009765625
2026-04-08 23:30:00+00:00,4733.7001953125
2026-04-08 23:35:00+00:00,4735.39990234375
2026-04-08 23:40:00+00:00,4736.7998046875
2026-04-08 23:45:00+00:00,4740.5
2026-04-08 23:50:00+00:00,4738.2001953125
2026-04-08 23:55:00+00:00,4738.7998046875
2026-04-09 00:00:00+00:00,4728.10009765625
2026-04-09 00:05:00+00:00,4723.60009765625
2026-04-09 00:10:00+00:00,4726.0
2026-04-09 00:15:00+00:00,4727.39990234375
2026-04-09 00:20:00+00:00,4734.2998046875
2026-04-09 00:25:00+00:00,4730.2001953125
2026-04-09 00:30:00+00:00,4735.2998046875
2026-04-09 00:35:00+00:00,4736.7001953125
2026-04-09 00:40:00+00:00,4741.5
2026-04-09 00:45:00+00:00,4738.7998046875
2026-04-09 00:50:00+00:00,4733.5
2026-04-09 00:55:00+00:00,4730.39990234375
2026-04-09 01:00:00+00:00,4736.10009765625
2026-04-09 01:05:00+00:00,4739.10009765625
2026-04-09 01:10:00+00:00,4743.5
2026-04-09 01:15:00+00:00,4744.39990234375
2026-04-09 01:20:00+00:00,4734.60009765625
2026-04-09 01:25:00+00:00,4727.60009765625
2026-04-09 01:30:00+00:00,4741.2001953125
2026-04-09 01:35:00+00:00,4741.7001953125
2026-04-09 01:40:00+00:00,4740.89990234375
2026-04-09 01:45:00+00:00,4745.60009765625
2026-04-09 01:50:00+00:00,4747.2998046875
2026-04-09 01:55:00+00:00,4751.2001953125
2026-04-09 02:00:00+00:00,4746.10009765625
2026-04-09 02:05:00+00:00,4746.60009765625
2026-04-09 02:10:00+00:00,4746.39990234375
2026-04-09 02:15:00+00:00,4750.89990234375
2026-04-09 02:20:00+00:00,4750.2001953125
2026-04-09 02:25:00+00:00,4749.10009765625
2026-04-09 02:30:00+00:00,4750.10009765625
2026-04-09 02:35:00+00:00,4754.60009765625
2026-04-09 02:40:00+00:00,4755.7998046875
2026-04-09 02:45:00+00:00,4749.2001953125
2026-04-09 02:50:00+00:00,4746.60009765625
2026-04-09 02:55:00+00:00,4742.10009765625
2026-04-09 03:00:00+00:00,4742.60009765625
2026-04-09 03:05:00+00:00,4741.2998046875
2026-04-09 03:10:00+00:00,4735.60009765625
2026-04-09 03:15:00+00:00,4731.2001953125
2026-04-09 03:20:00+00:00,4731.7998046875
2026-04-09 03:25:00+00:00,4735.39990234375
2026-04-09 03:30:00+00:00,4736.89990234375
2026-04-09 03:35:00+00:00,4737.2001953125
2026-04-09 03:40:00+00:00,4736.60009765625
2026-04-09 03:45:00+00:00,4734.10009765625
2026-04-09 03:50:00+00:00,4734.39990234375
2026-04-09 03:55:00+00:00,4735.0
2026-04-09 04:00:00+00:00,4737.7998046875
2026-04-09 04:05:00+00:00,4743.5
2026-04-09 04:10:00+00:00,4744.89990234375
2026-04-09 04:15:00+00:00,4743.0
2026-04-09 04:20:00+00:00,4741.2001953125
2026-04-09 04:25:00+00:00,4739.7998046875
2026-04-09 04:30:00+00:00,4738.60009765625
2026-04-09 04:35:00+00:00,4741.10009765625
2026-04-09 04:40:00+00:00,4743.7998046875
2026-04-09 04:45:00+00:00,4744.0
2026-04-09 04:50:00+00:00,4747.39990234375
2026-04-09 04:55:00+00:00,4744.2001953125
2026-04-09 05:00:00+00:00,4742.5
2026-04-09 05:05:00+00:00,4739.2998046875
2026-04-09 05:10:00+00:00,4736.39990234375
2026-04-09 05:15:00+00:00,4743.39990234375
2026-04-09 05:20:00+00:00,4744.0
2026-04-09 05:25:00+00:00,4749.5
2026-04-09 05:30:00+00:00,4743.39990234375
2026-04-09 05:35:00+00:00,4743.2998046875
2026-04-09 05:40:00+00:00,4746.39990234375
2026-04-09 05:45:00+00:00,4737.7001953125
2026-04-09 05:50:00+00:00,4732.2998046875
2026-04-09 05:55:00+00:00,4736.39990234375
2026-04-09 06:00:00+00:00,4745.10009765625
2026-04-09 06:05:00+00:00,4744.2998046875
2026-04-09 06:10:00+00:00,4743.39990234375
2026-04-09 06:15:00+00:00,4741.0
2026-04-09 06:20:00+00:00,4738.7998046875
2026-04-09 06:25:00+00:00,4741.2001953125
2026-04-09 06:30:00+00:00,4742.89990234375
2026-04-09 06:35:00+00:00,4738.2001953125
2026-04-09 06:40:00+00:00,4737.2998046875
2026-04-09 06:45:00+00:00,4735.89990234375
2026-04-09 06:50:00+00:00,4731.7998046875
2026-04-09 06:55:00+00:00,4736.2998046875
2026-04-09 07:00:00+00:00,4739.10009765625
2026-04-09 07:05:00+00:00,4748.7001953125
2026-04-09 07:10:00+00:00,4748.0
2026-04-09 07:15:00+00:00,4739.7001953125
2026-04-09 07:20:00+00:00,4737.5
2026-04-09 07:25:00+00:00,4732.2001953125
2026-04-09 07:30:00+00:00,4743.0
2026-04-09 07:35:00+00:00,4753.2998046875
2026-04-09 07:40:00+00:00,4746.89990234375
2026-04-09 07:45:00+00:00,4742.60009765625
2026-04-09 07:50:00+00:00,4741.39990234375
2026-04-09 07:55:00+00:00,4748.39990234375
2026-04-09 08:00:00+00:00,4746.10009765625
2026-04-09 08:05:00+00:00,4747.0
2026-04-09 08:10:00+00:00,4748.10009765625
2026-04-09 08:15:00+00:00,4747.7998046875
2026-04-09 08:20:00+00:00,4750.89990234375
2026-04-09 08:25:00+00:00,4745.60009765625
2026-04-09 08:30:00+00:00,4750.2998046875
2026-04-09 08:35:00+00:00,4753.10009765625
2026-04-09 08:40:00+00:00,4754.2001953125
2026-04-09 08:45:00+00:00,4755.5
2026-04-09 08:50:00+00:00,4753.5
2026-04-09 08:55:00+00:00,4750.5
2026-04-09 09:00:00+00:00,4750.2998046875
2026-04-09 09:05:00+00:00,4756.10009765625
2026-04-09 09:10:00+00:00,4755.39990234375
2026-04-09 09:15:00+00:00,4755.10009765625
2026-04-09 09:20:00+00:00,4756.2998046875
2026-04-09 09:25:00+00:00,4754.39990234375
2026-04-09 09:30:00+00:00,4754.5
2026-04-09 09:35:00+00:00,4757.10009765625
2026-04-09 09:40:00+00:00,4751.39990234375
2026-04-09 09:45:00+00:00,4753.5
2026-04-09 09:50:00+00:00,4752.89990234375
2026-04-09 09:55:00+00:00,4753.89990234375
2026-04-09 10:00:00+00:00,4752.89990234375
2026-04-09 10:05:00+00:00,4753.2998046875
2026-04-09 10:10:00+00:00,4752.10009765625
2026-04-09 10:15:00+00:00,4753.7998046875
2026-04-09 10:20:00+00:00,4762.7998046875
2026-04-09 10:25:00+00:00,4762.60009765625
2026-04-09 10:30:00+00:00,4763.7001953125
2026-04-09 10:35:00+00:00,4764.7001953125
2026-04-09 10:40:00+00:00,4765.60009765625
2026-04-09 10:45:00+00:00,4768.7001953125
2026-04-09 10:50:00+00:00,4769.10009765625
2026-04-09 10:55:00+00:00,4765.7001953125
2026-04-09 11:00:00+00:00,4764.7998046875
2026-04-09 11:05:00+00:00,4764.60009765625
2026-04-09 11:10:00+00:00,4763.7998046875
2026-04-09 11:15:00+00:00,4767.60009765625
2026-04-09 11:20:00+00:00,4768.2001953125
2026-04-09 11:25:00+00:00,4770.2998046875
2026-04-09 11:30:00+00:00,4769.5
2026-04-09 11:35:00+00:00,4773.39990234375
2026-04-09 11:40:00+00:00,4775.60009765625
2026-04-09 11:45:00+00:00,4781.10009765625
2026-04-09 11:50:00+00:00,4781.0
2026-04-09 11:55:00+00:00,4781.2998046875
2026-04-09 12:00:00+00:00,4776.0
2026-04-09 12:05:00+00:00,4770.2001953125
2026-04-09 12:10:00+00:00,4767.39990234375
2026-04-09 12:15:00+00:00,4764.39990234375
2026-04-09 12:20:00+00:00,4764.7001953125
2026-04-09 12:25:00+00:00,4762.2001953125
2026-04-09 12:30:00+00:00,4767.5
2026-04-09 12:35:00+00:00,4766.7998046875
2026-04-09 12:40:00+00:00,4769.10009765625
2026-04-09 12:45:00+00:00,4768.0
2026-04-09 12:50:00+00:00,4766.7001953125
2026-04-09 12:55:00+00:00,4770.89990234375
2026-04-09 13:00:00+00:00,4768.2001953125
2026-04-09 13:05:00+00:00,4774.2998046875
2026-04-09 13:10:00+00:00,4779.2998046875
2026-04-09 13:15:00+00:00,4778.60009765625
2026-04-09 13:20:00+00:00,4779.10009765625
2026-04-09 13:25:00+00:00,4777.0
2026-04-09 13:30:00+00:00,4782.10009765625
2026-04-09 13:35:00+00:00,4795.7001953125
2026-04-09 13:40:00+00:00,4801.10009765625
2026-04-09 13:45:00+00:00,4796.89990234375
2026-04-09 13:50:00+00:00,4789.0
2026-04-09 13:55:00+00:00,4789.60009765625
2026-04-09 14:00:00+00:00,4798.2998046875
2026-04-09 14:05:00+00:00,4792.89990234375
2026-04-09 14:10:00+00:00,4796.5
2026-04-09 14:15:00+00:00,4787.0
2026-04-09 14:20:00+00:00,4796.2998046875
2026-04-09 14:25:00+00:00,4791.2998046875
2026-04-09 14:30:00+00:00,4781.2001953125
2026-04-09 14:35:00+00:00,4784.10009765625
2026-04-09 14:40:00+00:00,4781.10009765625
2026-04-09 14:45:00+00:00,4786.89990234375
2026-04-09 14:50:00+00:00,4788.89990234375
2026-04-09 14:55:00+00:00,4794.0
2026-04-09 15:00:00+00:00,4788.89990234375
2026-04-09 15:05:00+00:00,4787.39990234375
2026-04-09 15:10:00+00:00,4794.2998046875
2026-04-09 15:15:00+00:00,4809.0
2026-04-09 15:20:00+00:00,4810.2001953125
2026-04-09 15:25:00+00:00,4804.5
2026-04-09 15:30:00+00:00,4817.7001953125
2026-04-09 15:35:00+00:00,4816.60009765625
2026-04-09 15:40:00+00:00,4815.7998046875
2026-04-09 15:45:00+00:00,4809.60009765625
