time,FXB
2023-07-24 09:00:00+00:00,123.41
2023-07-24 12:00:00+00:00,123.47
2023-07-24 13:30:00+00:00,123.23500061035156
2023-07-24 14:30:00+00:00,123.40989685058594
2023-07-24 17:30:00+00:00,123.45999908447266
2023-07-24 18:30:00+00:00,123.4000015258789
2023-07-24 19:30:00+00:00,123.38480377197266
2023-07-24 20:00:00+00:00,123.26
2023-07-25 12:00:00+00:00,123.64
2023-07-25 13:30:00+00:00,123.44999694824219
2023-07-25 14:30:00+00:00,123.7300033569336
2023-07-25 15:30:00+00:00,123.8499984741211
2023-07-25 16:30:00+00:00,123.94999694824219
2023-07-25 17:30:00+00:00,123.94400024414062
2023-07-25 18:30:00+00:00,124.1052017211914
2023-07-25 19:30:00+00:00,124.17019653320312
2023-07-26 13:30:00+00:00,124.31999969482422
2023-07-26 15:30:00+00:00,124.44000244140625
2023-07-26 16:30:00+00:00,124.27999877929688
2023-07-26 17:30:00+00:00,124.37999725341797
2023-07-26 18:30:00+00:00,124.58000183105469
2023-07-26 19:30:00+00:00,124.63880157470703
2023-07-27 12:00:00+00:00,124.2
2023-07-27 13:00:00+00:00,124.03
2023-07-27 13:30:00+00:00,123.55000305175781
2023-07-27 14:30:00+00:00,123.8290023803711
2023-07-27 15:30:00+00:00,123.66000366210938
2023-07-27 17:30:00+00:00,123.44999694824219
2023-07-27 18:30:00+00:00,123.10199737548828
2023-07-27 20:00:00+00:00,123.05
2023-07-28 11:00:00+00:00,123.86
2023-07-28 12:00:00+00:00,123.86
2023-07-28 13:30:00+00:00,123.81999969482422
2023-07-28 14:30:00+00:00,124.05999755859375
2023-07-28 15:30:00+00:00,124.00990295410156
2023-07-28 16:30:00+00:00,123.88500213623047
2023-07-28 17:30:00+00:00,123.8499984741211
2023-07-28 18:30:00+00:00,123.81999969482422
2023-07-28 19:30:00+00:00,123.84539794921875
2023-07-31 11:00:00+00:00,123.85
2023-07-31 12:00:00+00:00,123.76
2023-07-31 13:30:00+00:00,123.77999877929688
2023-07-31 14:30:00+00:00,123.68000030517578
2023-07-31 15:30:00+00:00,123.87999725341797
2023-07-31 16:30:00+00:00,123.87000274658203
2023-07-31 17:30:00+00:00,123.63960266113281
2023-07-31 20:00:00+00:00,123.6396
2023-07-31 23:00:00+00:00,123.64
2023-08-01 11:00:00+00:00,122.92
2023-08-01 12:00:00+00:00,122.58
2023-08-01 13:30:00+00:00,122.58100128173828
2023-08-01 14:30:00+00:00,122.45500183105469
2023-08-01 15:30:00+00:00,122.51000213623047
2023-08-01 16:30:00+00:00,122.56999969482422
2023-08-01 17:30:00+00:00,122.6449966430664
2023-08-01 18:30:00+00:00,122.64990234375
2023-08-01 19:30:00+00:00,122.7063980102539
2023-08-02 12:00:00+00:00,122.4
2023-08-02 13:00:00+00:00,122.22
2023-08-02 13:30:00+00:00,121.87999725341797
2023-08-02 14:30:00+00:00,121.87000274658203
2023-08-02 16:30:00+00:00,122.30999755859375
2023-08-02 17:30:00+00:00,122.33000183105469
2023-08-02 18:30:00+00:00,122.20099639892578
2023-08-02 19:30:00+00:00,122.29000091552734
2023-08-03 11:00:00+00:00,121.85
2023-08-03 12:00:00+00:00,121.5
2023-08-03 13:30:00+00:00,121.73999786376953
2023-08-03 14:30:00+00:00,122.18000030517578
2023-08-03 15:30:00+00:00,122.14209747314453
2023-08-03 16:30:00+00:00,122.16000366210938
2023-08-03 17:30:00+00:00,122.16000366210938
2023-08-03 18:30:00+00:00,122.0199966430664
2023-08-03 19:30:00+00:00,122.10089874267578
2023-08-04 12:00:00+00:00,122.4
2023-08-04 13:00:00+00:00,122.6
2023-08-04 13:30:00+00:00,122.58999633789062
2023-08-04 14:30:00+00:00,122.67990112304688
2023-08-04 15:30:00+00:00,122.80000305175781
2023-08-04 16:30:00+00:00,122.86000061035156
2023-08-04 17:30:00+00:00,122.91999816894531
2023-08-04 18:30:00+00:00,122.58000183105469
2023-08-04 19:30:00+00:00,122.5155029296875
2023-08-04 20:00:00+00:00,122.51
2023-08-07 12:00:00+00:00,122.65
2023-08-07 13:30:00+00:00,122.77999877929688
2023-08-07 15:30:00+00:00,122.69000244140625
2023-08-07 16:30:00+00:00,122.73999786376953
2023-08-07 17:30:00+00:00,122.88999938964844
2023-08-07 18:30:00+00:00,122.93440246582031
2023-08-07 20:00:00+00:00,122.99
2023-08-08 12:00:00+00:00,122.0
2023-08-08 13:30:00+00:00,122.25
2023-08-08 15:30:00+00:00,122.45999908447266
2023-08-08 16:30:00+00:00,122.4800033569336
2023-08-08 17:30:00+00:00,122.5199966430664
2023-08-08 18:30:00+00:00,122.58999633789062
2023-08-08 19:30:00+00:00,122.55999755859375
2023-08-08 20:00:00+00:00,122.41
2023-08-09 13:30:00+00:00,122.51000213623047
2023-08-09 14:30:00+00:00,122.33589935302734
2023-08-09 15:30:00+00:00,122.44999694824219
2023-08-09 16:30:00+00:00,122.44400024414062
2023-08-09 17:30:00+00:00,122.31439971923828
2023-08-10 12:00:00+00:00,123.0
2023-08-10 13:00:00+00:00,122.64
2023-08-10 13:30:00+00:00,122.70999908447266
2023-08-10 15:30:00+00:00,122.27870178222656
2023-08-10 17:30:00+00:00,121.9030990600586
2023-08-11 11:00:00+00:00,122.45
2023-08-11 13:30:00+00:00,122.15010070800781
2023-08-11 14:30:00+00:00,122.2699966430664
2023-08-11 17:30:00+00:00,122.11000061035156
2023-08-11 18:30:00+00:00,122.08499908447266
2023-08-11 19:30:00+00:00,122.11299896240234
2023-08-11 20:00:00+00:00,122.07
2023-08-14 12:00:00+00:00,121.77
2023-08-14 13:30:00+00:00,121.58999633789062
2023-08-14 15:30:00+00:00,122.11000061035156
2023-08-14 16:30:00+00:00,122.08000183105469
2023-08-14 18:30:00+00:00,121.94000244140625
2023-08-14 19:30:00+00:00,121.98999786376953
2023-08-15 13:00:00+00:00,122.48
2023-08-15 13:30:00+00:00,122.44999694824219
2023-08-15 14:30:00+00:00,122.5999984741211
2023-08-15 15:30:00+00:00,122.47000122070312
2023-08-15 16:30:00+00:00,122.30999755859375
2023-08-15 17:30:00+00:00,122.29100036621094
2023-08-15 18:30:00+00:00,122.3499984741211
2023-08-15 19:30:00+00:00,122.12580108642578
2023-08-16 12:00:00+00:00,122.43
2023-08-16 13:30:00+00:00,122.73999786376953
2023-08-16 14:30:00+00:00,122.64700317382812
2023-08-16 17:30:00+00:00,122.48999786376953
2023-08-16 18:30:00+00:00,122.39399719238281
2023-08-16 20:00:00+00:00,122.24
2023-08-17 11:00:00+00:00,122.52
2023-08-17 13:00:00+00:00,122.9
2023-08-17 13:30:00+00:00,122.94999694824219
2023-08-17 14:30:00+00:00,122.7300033569336
2023-08-17 18:30:00+00:00,122.58999633789062
2023-08-17 19:30:00+00:00,122.58830261230469
2023-08-17 20:00:00+00:00,122.48
2023-08-18 11:00:00+00:00,122.4
2023-08-18 12:00:00+00:00,122.14
2023-08-18 13:00:00+00:00,122.47
2023-08-18 13:30:00+00:00,122.47000122070312
2023-08-18 14:30:00+00:00,122.41999816894531
2023-08-18 18:30:00+00:00,122.55999755859375
2023-08-18 19:30:00+00:00,122.62039947509766
2023-08-21 11:00:00+00:00,122.62
2023-08-21 12:00:00+00:00,122.67
2023-08-21 13:30:00+00:00,122.57499694824219
